standardised_income_difficulties_cant_afford_night_out__synthetic_estimates, median_equivalised_household_income_synthetic_estimates, standardised_income_difficulties_access_money_synthetic_estimates, standardised_gini_coefficient_synthetic_estimates, standardised_leaving_low_income_from_benefit__synthetic_estimates, income_difficulties_cant_afford_night_out__synthetic_estimates, gini_coefficient_synthetic_estimates, median_disposable_household_income_synthetic_estimates, poverty_rate_synthetic_estimates, standardised_poverty_rate_synthetic_estimates, sa2_main11, standardised_median_disposable_household_income_synthetic_estimates, income_difficulties_access_money_synthetic_estimates, standardised_median_equivalised_household_income_synthetic_estimates, sa2_name11, leaving_low_income_from_benefit__synthetic_estimates
1.098672066,547.8,1.008356738,1.138083917,1.12291347,20.0,0.32,850.4,16.5,1.712754585,215021398,0.794189264,13.2,0.866647411,"Mildura Region",24.71
1.428273685,534.2,1.650038299,1.066953672,1.092011764,26.0,0.3,828.0,14.9,1.546669292,215021397,0.773269885,21.6,0.845131521,"Mildura",24.03
1.560114333,539.8,1.756985226,0.995823427,1.078378658,28.4,0.28,881.2,13.5,1.401344661,214011372,0.822953409,23.0,0.853991005,"Frankston North",23.73
1.252486155,605.8,1.512535107,1.03138855,1.086558521,22.8,0.29,922.4,12.0,1.245639698,214011371,0.861430124,19.8,0.958406356,"Frankston",23.91
1.230512714,738.6,1.0847474,1.138083917,1.169720466,22.4,0.32,1310.2,11.3,1.172977383,213051366,1.223596865,14.2,1.168502698,"Truganina",25.74
1.34037992,641.0,1.298641254,0.960258305,1.034298283,24.4,0.27,1103.0,10.3,1.069174074,214011370,1.030092613,17.0,1.014094543,"Carrum Downs",22.76
1.252486155,734.0,1.130581797,1.03138855,1.038388215,22.8,0.29,1385.0,8.5,0.88232812,213051365,1.293452647,14.8,1.161225265,"Tarneit",22.85
0.977818139,885.6,0.779184752,1.102518795,1.197895551,17.8,0.31,1639.0,7.3,0.75776415,213051364,1.530663457,10.2,1.401064161,"Point Cook",26.36
1.417286965,589.8,1.344475651,1.102518795,1.04338702,25.8,0.31,967.2,15.7,1.629711939,213051363,0.903268881,17.6,0.933093544,"Laverton",22.96
1.219525993,645.6,1.038913003,1.03138855,1.039297088,22.2,0.29,1120.0,11.9,1.235259368,213051362,1.045968927,13.6,1.021371977,"Hoppers Crossing - South",22.87
1.219525993,666.8,1.115303665,1.03138855,1.085195211,22.2,0.29,1249.8,9.3,0.965370766,213051361,1.167189255,14.6,1.054911453,"Hoppers Crossing - North",23.88
1.3293932,567.8,1.222250592,1.066953672,1.241521489,24.2,0.3,955.0,17.3,1.795797232,213041359,0.891875291,16.0,0.898288427,"Rockbank - Mount Cottrell",27.32
1.362353362,651.2,1.313919386,0.924693183,0.994762277,24.8,0.26,1213.6,9.7,1.00689209,213041358,1.133382045,17.2,1.030231461,"Melton West",21.89
1.417286965,618.6,1.46670071,0.995823427,1.025663983,25.8,0.28,1048.8,11.7,1.214498706,213041357,0.979475188,19.2,0.978656606,"Melton South",22.57
1.450247127,615.4,1.481978842,0.960258305,1.055656815,26.4,0.27,1047.6,12.1,1.256020029,213041356,0.978354507,19.4,0.973594043,"Melton",23.23
1.17557911,735.4,0.870853547,0.924693183,1.017029682,21.4,0.26,1436.0,9.0,0.934229774,213041355,1.341081589,11.4,1.163440136,"Hillside",22.38
1.131632228,741.4,0.809741017,1.03138855,1.087467395,20.6,0.29,1411.6,9.8,1.01727242,213041354,1.318294409,10.6,1.17293244,"Caroline Springs",23.93
1.197552552,645.6,1.206972459,1.03138855,1.063836679,21.8,0.29,1154.4,9.3,0.965370766,213041353,1.078095116,15.8,1.021371977,"Bacchus Marsh",23.41
0.83499077,842.2,0.76390662,1.138083917,1.121095722,15.2,0.32,1365.6,7.5,0.778524812,213031352,1.27533497,10.0,1.332403158,"Yarraville",24.67
0.922884535,819.0,0.947244209,1.138083917,1.165176097,16.8,0.32,1283.4,8.9,0.923849443,213031350,1.198568322,12.4,1.29569958,"Seddon - Kingsville",25.64
0.824004049,754.6,0.733350355,1.173649039,1.250610226,15.0,0.33,1417.8,8.3,0.861567458,213031349,1.324084594,9.6,1.193815511,"Maribyrnong",27.52
1.153605669,622.4,1.390310048,1.280344407,1.232432752,21.0,0.36,971.0,15.9,1.6504726,213031348,0.906817704,18.2,0.984668399,"Footscray",27.12
1.428273685,514.2,1.680594564,1.173649039,1.224707325,26.0,0.33,900.6,19.1,1.982643187,213031347,0.841071086,22.0,0.813490506,"Braybrook",26.95
0.856964211,794.4,0.840297282,1.138083917,1.164721661,15.6,0.32,1400.4,7.1,0.737003488,213021344,1.307834719,11.0,1.256781131,"Newport",25.63
0.791043887,795.0,0.855575414,1.209214162,1.213800841,14.4,0.34,1436.0,8.2,0.851187127,213021346,1.341081589,11.2,1.257730362,"Williamstown",26.71
1.120645507,694.6,1.038913003,0.995823427,1.077924221,20.4,0.28,1286.8,9.6,0.996511759,213021345,1.201743585,13.6,1.098892464,"Seabrook",23.72
1.208539272,540.2,1.115303665,1.102518795,1.119732412,22.0,0.31,888.0,14.0,1.453246315,213021343,0.829303935,14.6,0.854623826,"Altona North",24.64
1.16459239,658.2,1.038913003,1.066953672,1.090648453,21.2,0.3,1107.6,11.5,1.193738044,213021342,1.034388557,13.6,1.041305816,"Altona Meadows",24.0
0.933871256,656.6,0.870853547,1.102518795,1.09110289,17.0,0.31,1108.0,8.9,0.923849443,213021341,1.034762117,11.4,1.038774535,"Altona",24.01
0.977818139,741.4,0.687515958,0.924693183,1.192442309,17.8,0.26,1557.0,7.4,0.768144481,213011340,1.454083589,9.0,1.17293244,"Taylors Lakes",26.24
null,null,null,null,null,null,null,null,null,null,213011338,null,null,null,"Sunshine West",null
1.16459239,710.2,0.993078606,1.03138855,1.046113641,21.2,0.29,1278.2,10.8,1.121075729,213011339,1.193712038,13.0,1.123572456,"Sydenham",23.02
1.296433038,616.0,1.252806857,1.066953672,1.070653231,23.6,0.3,994.6,11.5,1.193738044,213011336,0.928857763,16.4,0.974543274,"Sunshine",23.56
1.406300244,523.2,1.161138062,1.138083917,1.144726439,25.6,0.32,930.8,15.9,1.6504726,213011337,0.869274891,15.2,0.827728963,"Sunshine North",25.19
null,null,null,null,null,null,null,null,null,null,213011335,null,null,null,"St Albans - South",null
1.362353362,527.8,1.298641254,1.138083917,1.123822344,24.8,0.32,900.6,15.6,1.619331608,213011334,0.841071086,17.0,0.835006396,"St Albans - North",24.73
1.450247127,539.0,1.176416195,1.138083917,1.121550159,26.4,0.32,983.8,18.2,1.889220209,213011333,0.918771634,15.4,0.852725365,"Kings Park (Vic.)",24.68
1.153605669,711.0,0.886131679,0.995823427,1.107462617,21.0,0.28,1277.2,9.9,1.027652751,213011332,1.192778137,11.6,1.124838097,"Keilor Downs",24.37
1.318406479,645.6,1.14585993,1.03138855,1.09973719,24.0,0.29,1164.4,12.2,1.26640036,213011330,1.087434124,15.0,1.021371977,"Deer Park - Derrimut",24.2
null,null,null,null,null,null,null,null,null,null,213011329,null,null,null,"Cairnlea",null
0.813017329,755.0,0.626403428,1.066953672,1.091557327,14.8,0.3,1436.8,7.8,0.809665804,212051327,1.341828709,8.2,1.194448331,"Wheelers Hill",24.02
1.318406479,520.8,1.375031916,1.173649039,1.109734801,24.0,0.33,797.6,17.8,1.847698886,213011328,0.7448793,18.0,0.823932041,"Ardeer - Albion",24.42
0.944857977,736.2,0.733350355,1.03138855,1.085195211,17.2,0.29,1260.2,8.8,0.913469112,212051325,1.176901823,9.6,1.164705776,"Mulgrave",23.88
0.944857977,701.2,0.794462885,1.173649039,1.122459033,17.2,0.33,1193.0,10.8,1.121075729,212051326,1.114143688,10.4,1.109334,"Oakleigh - Huntingdale",24.7
0.856964211,681.8,0.656959693,1.173649039,1.0924662,15.6,0.33,1216.6,8.6,0.892708451,212051324,1.136183747,8.6,1.078642215,"Mount Waverley - South",24.04
1.889715953,539.2,1.955600947,0.960258305,1.065199989,34.4,0.27,961.6,14.1,1.463626646,310041300,0.898039036,25.6,0.853041775,"Goodna",23.44
1.439260406,643.4,1.46670071,0.995823427,1.002033266,26.2,0.28,1211.4,8.6,0.892708451,310041299,1.131327463,19.2,1.017891465,"Collingwood Park - Redbank",22.05
null,null,null,null,null,null,null,null,null,null,310041298,null,null,null,"Carole Park",null
0.922884535,682.2,0.641681561,1.244779284,1.107462617,16.8,0.35,1189.6,11.7,1.214498706,212051322,1.110968425,8.4,1.079275035,"Glen Waverley - West",24.37
0.944857977,651.4,0.656959693,1.244779284,1.088376269,17.2,0.35,1241.8,9.3,0.965370766,212051321,1.159718048,8.6,1.030547871,"Glen Waverley - East",23.95
1.230512714,497.6,1.176416195,1.387039774,1.346041966,22.4,0.39,927.6,22.7,2.356335096,212051320,0.866286408,15.4,0.787228463,"Clayton",29.62
0.977818139,709.8,0.947244209,1.244779284,1.16335835,17.8,0.35,1170.6,11.5,1.193738044,212051319,1.093224309,12.4,1.122939636,"Ashwood - Chadstone",25.6
null,null,null,null,null,null,null,null,null,null,212041318,null,null,null,"Springvale South",null
1.219525993,587.6,1.115303665,1.03138855,1.057928999,22.2,0.29,1021.6,11.1,1.152216721,212041316,0.954073086,14.6,0.929613032,"Noble Park North",23.28
1.34037992,540.6,1.420866313,1.102518795,1.084286337,24.4,0.31,896.2,16.3,1.691993924,212041315,0.836961922,18.6,0.855256646,"Noble Park",23.86
null,null,null,null,null,null,null,null,null,null,212041317,null,null,null,"Springvale",null
null,null,null,null,null,null,null,null,null,null,212041314,null,null,null,"Keysborough",null
0.911897815,690.6,0.626403428,1.066953672,1.005668761,16.6,0.3,1246.0,7.1,0.737003488,212041313,1.163640431,8.2,1.092564261,"Dingley Village",22.13
1.263472876,591.2,1.191694327,1.03138855,1.08246859,23.0,0.29,1015.4,12.1,1.256020029,212041312,0.948282901,15.6,0.935308415,"Dandenong North",23.82
null,null,null,null,null,null,null,null,null,null,212041311,null,null,null,"Dandenong",null
0.99979158,737.2,0.809741017,1.03138855,1.079287532,18.2,0.29,1277.2,10.0,1.038033082,212041309,1.192778137,10.6,1.166287827,"Clarinda - Oakleigh South",23.75
1.16459239,676.8,0.931966076,0.960258305,0.995216713,21.2,0.27,1211.4,8.7,0.903088781,212031308,1.131327463,12.2,1.070731961,"Pearcedale - Tooradin",21.9
1.219525993,729.2,0.840297282,0.924693183,1.031117225,22.2,0.26,1421.4,9.6,0.996511759,212031307,1.327446637,11.0,1.153631421,"Narre Warren South",22.69
1.186565831,677.8,0.916687944,0.995823427,0.99430784,21.6,0.28,1249.8,8.7,0.903088781,212031301,1.167189255,12.0,1.072314011,"Cranbourne East",21.88
1.450247127,605.8,1.451422578,0.960258305,1.047931389,26.4,0.27,1021.8,11.4,1.183357714,212031300,0.954259866,19.0,0.958406356,"Cranbourne",23.06
0.791043887,779.8,0.412509575,0.960258305,1.139727633,14.4,0.27,1608.2,7.1,0.737003488,212021299,1.501899311,5.4,1.23368319,"Narre Warren North",25.08
1.252486155,644.4,1.161138062,0.960258305,1.042478146,22.8,0.27,1161.4,9.7,1.00689209,212021298,1.084632421,15.2,1.019473516,"Narre Warren",22.94
0.99979158,732.8,0.718072223,0.960258305,1.008395382,18.2,0.27,1322.0,8.5,0.88232812,212031303,1.234616894,9.4,1.159326804,"Cranbourne South",22.19
1.296433038,628.0,1.115303665,1.03138855,1.031571662,23.6,0.29,1108.0,12.2,1.26640036,212021297,1.034762117,14.6,0.993527883,"Hallam",22.7
1.197552552,684.2,0.870853547,1.03138855,1.044750331,21.8,0.29,1286.6,10.1,1.048413413,212021296,1.201556805,11.4,1.082439136,"Endeavour Hills",22.99
1.34037992,647.2,1.222250592,0.960258305,0.982492481,24.4,0.27,1241.8,9.8,1.01727242,212031302,1.159718048,16.0,1.023903258,"Cranbourne North",21.62
1.680968261,469.0,1.78754149,1.03138855,1.070653231,30.6,0.29,791.6,20.5,2.127967818,212021295,0.739275895,23.4,0.741981811,"Doveton",23.56
1.131632228,741.4,0.931966076,1.03138855,1.023391798,20.6,0.29,1526.6,7.3,0.75776415,212021294,1.425693004,12.2,1.17293244,"Berwick - South",22.52
0.944857977,716.8,0.809741017,1.102518795,1.037933778,17.2,0.31,1264.4,6.6,0.685101834,212021293,1.180824207,10.6,1.134013992,"Berwick - North",22.84
1.263472876,605.8,1.115303665,1.03138855,1.144726439,23.0,0.29,1041.0,13.3,1.380583999,212011290,0.972190762,14.6,0.958406356,"Koo Wee Rup",25.19
1.076698624,687.0,1.100025533,1.066953672,0.929323369,19.6,0.3,1220.0,8.0,0.830426466,212011289,1.13935901,14.4,1.086868879,"Emerald - Cockatoo",20.45
1.087685345,658.4,0.901409811,1.066953672,1.024300672,19.8,0.3,1146.4,10.5,1.089934736,212011288,1.070623909,11.8,1.041622227,"Bunyip - Garfield",22.54
1.032751742,741.4,0.870853547,1.066953672,1.080650842,18.8,0.3,1485.4,6.3,0.653960842,212011287,1.38721629,11.4,1.17293244,"Beaconsfield - Officer",23.78
1.318406479,584.8,1.100025533,1.066953672,1.060201184,24.0,0.3,961.6,13.9,1.442865984,211051286,0.898039036,14.4,0.92518329,"Yarra Valley",23.33
1.098672066,665.6,0.886131679,0.960258305,1.02748173,20.0,0.27,1220.0,8.8,0.913469112,211051285,1.13935901,11.6,1.053012992,"Wandin - Seville",22.61
0.988804859,741.4,0.809741017,1.03138855,1.066108863,18.0,0.29,1328.8,7.0,0.726623157,211051284,1.24096742,10.6,1.17293244,"Upwey - Tecoma",23.46
1.318406479,645.6,1.268084989,0.995823427,1.008395382,24.0,0.28,1175.2,9.7,1.00689209,212011292,1.097520253,16.6,1.021371977,"Pakenham - South",22.19
1.098672066,688.4,0.855575414,0.995823427,1.045204768,20.0,0.28,1279.0,7.8,0.809665804,211051283,1.194459159,11.2,1.08908375,"Mount Evelyn",23.0
1.362353362,651.4,1.375031916,0.995823427,0.982038045,24.8,0.28,1120.2,9.8,1.01727242,212011291,1.046155707,18.0,1.030547871,"Pakenham - North",21.61
0.813017329,755.0,0.718072223,1.102518795,1.036570467,14.8,0.31,1361.2,7.3,0.75776415,211051282,1.271225807,9.4,1.194448331,"Mount Dandenong - Olinda",22.81
1.142618948,645.6,1.130581797,1.066953672,0.999761082,20.8,0.3,1252.0,8.4,0.871947789,211051281,1.169243836,14.8,1.021371977,"Mooroolbark",22.0
0.977818139,708.8,0.718072223,1.066953672,1.079741969,17.8,0.3,1262.6,7.0,0.726623157,211051280,1.179143185,9.4,1.121357585,"Montrose",23.76
1.142618948,634.8,0.870853547,0.995823427,1.01884743,20.8,0.28,1140.2,9.6,0.996511759,211051279,1.064833724,11.4,1.004285828,"Monbulk - Silvan",22.42
1.087685345,666.8,0.962522341,0.995823427,1.037479341,19.8,0.28,1202.8,7.8,0.809665804,211051278,1.123295916,12.6,1.054911453,"Lilydale - Coldstream",22.83
1.076698624,628.0,1.023634871,0.960258305,1.011122003,19.6,0.27,1033.0,9.1,0.944610105,211051277,0.964719555,13.4,0.993527883,"Kilsyth",22.25
1.153605669,618.6,1.069469268,1.066953672,1.046568078,21.0,0.3,1028.2,10.6,1.100315067,211051276,0.960236831,14.0,0.978656606,"Healesville - Yarra Glen",23.03
0.966831418,698.4,0.748628487,0.995823427,0.989763471,17.6,0.28,1277.2,6.7,0.695482165,211051275,1.192778137,9.8,1.104904257,"Chirnside Park",21.78
0.988804859,731.6,0.748628487,1.066953672,1.032934972,18.0,0.3,1328.2,7.6,0.788905142,211051274,1.24040708,9.8,1.157428343,"Belgrave - Selby",22.73
0.966831418,677.6,0.962522341,1.102518795,1.11427917,17.6,0.31,1180.0,8.9,0.923849443,211041271,1.102002977,12.6,1.071997601,"Nunawading",24.52
0.780057167,755.4,0.504178369,0.995823427,1.102009374,14.2,0.28,1434.6,7.5,0.778524812,211041273,1.339774128,6.6,1.195081151,"Vermont South",24.25
0.911897815,710.8,0.748628487,1.102518795,1.023846235,16.6,0.31,1290.2,6.2,0.643580511,211041272,1.204918848,9.8,1.124521687,"Vermont",22.53
0.867950932,752.2,0.718072223,1.066953672,1.060655621,15.8,0.3,1271.8,7.8,0.809665804,211041270,1.187735073,9.4,1.190018589,"Mitcham (Vic.)",23.34
0.988804859,629.6,0.779184752,1.138083917,1.112461422,18.0,0.32,1057.0,9.8,1.01727242,211041269,0.987133175,10.2,0.996059164,"Forest Hill",24.48
0.99979158,763.2,0.794462885,0.960258305,0.892968421,18.2,0.27,1557.0,4.8,0.498255879,310031288,1.454083589,10.4,1.207421147,"Ipswich - North",19.65
1.406300244,599.4,1.558369504,1.03138855,1.032934972,25.6,0.29,954.0,10.3,1.069174074,310031287,0.89094139,20.4,0.948281231,"Ipswich - East",22.73
0.944857977,711.0,0.870853547,1.066953672,1.060655621,17.2,0.3,1196.0,7.6,0.788905142,211031267,1.11694539,11.4,1.124838097,"Ringwood East",23.34
1.076698624,666.8,1.069469268,1.138083917,1.092920637,19.6,0.32,1129.0,8.8,0.913469112,211031266,1.054374035,14.0,1.054911453,"Ringwood",24.05
1.395313523,490.8,1.268084989,1.03138855,1.044295894,25.4,0.29,736.2,16.8,1.743895578,310021278,0.687537789,16.6,0.776470518,"Esk",22.98
1.241499434,596.6,1.0847474,1.066953672,1.046568078,22.6,0.3,1011.4,11.7,1.214498706,310021277,0.944547297,14.2,0.943851489,"Boonah",23.03
1.054725183,647.8,0.993078606,1.066953672,1.072016542,19.2,0.3,1051.6,8.9,0.923849443,211031264,0.982090111,13.0,1.024852488,"Croydon",23.59
1.109658786,691.8,1.054191135,0.960258305,1.023846235,20.2,0.27,1207.6,7.6,0.788905142,211031263,1.12777864,13.8,1.094462722,"Bayswater North",22.53
1.944649556,423.2,2.368110521,1.066953672,1.149270807,35.4,0.3,743.2,23.3,2.418617081,310011274,0.694075095,31.0,0.669523886,"Inala - Richlands",25.29
0.780057167,832.8,0.595847163,1.066953672,1.128366712,14.2,0.3,1656.2,6.2,0.643580511,211021262,1.546726551,7.8,1.317531881,"Warrandyte - Wonga Park",24.83
0.725123563,757.4,0.718072223,1.244779284,1.229706131,13.2,0.35,1444.6,8.9,0.923849443,211021261,1.349113136,9.4,1.198245253,"Donvale - Park Orchards",27.06
0.933871256,733.0,0.687515958,0.995823427,1.106553743,17.0,0.28,1345.2,8.6,0.892708451,211011260,1.256283394,9.0,1.159643214,"Wantirna South",24.35
0.977818139,741.4,0.733350355,0.960258305,1.060655621,17.8,0.27,1317.8,8.1,0.840806796,211011259,1.230694511,9.6,1.17293244,"Wantirna",23.34
0.922884535,764.0,0.611125296,0.960258305,1.102918248,16.8,0.27,1557.0,7.1,0.737003488,211011258,1.454083589,8.0,1.208686788,"Rowville - South",24.27
1.021765021,741.4,0.733350355,1.03138855,1.032934972,18.6,0.29,1420.2,7.5,0.778524812,211011256,1.326325956,9.6,1.17293244,"Rowville - Central",22.73
0.83499077,780.4,0.580569031,1.066953672,1.057474563,15.2,0.3,1486.2,6.3,0.653960842,211031268,1.38796341,7.6,1.23463242,"Ringwood North",23.27
0.944857977,767.6,0.70279409,1.066953672,1.077924221,17.2,0.3,1665.8,5.6,0.581298526,211011255,1.555691999,9.2,1.214382171,"Lysterfield",23.72
0.99979158,733.8,0.748628487,1.03138855,1.01884743,18.2,0.29,1250.4,8.8,0.913469112,211011254,1.167749595,9.8,1.160908855,"Knoxfield - Scoresby",22.42
1.054725183,701.0,0.870853547,1.03138855,1.072470979,19.2,0.29,1162.0,9.2,0.954990435,211011253,1.085192762,11.4,1.109017589,"Ferntree Gully",23.6
1.16459239,628.0,1.130581797,1.03138855,1.079741969,21.2,0.29,1013.6,10.6,1.100315067,210051250,0.946601879,14.8,0.993527883,"Tullamarine",23.76
1.50518073,567.8,1.0847474,1.066953672,1.061564494,27.4,0.3,1241.8,17.2,1.785416901,210051249,1.159718048,14.2,0.898288427,"Roxburgh Park - Somerton",23.36
0.911897815,757.2,0.718072223,1.066953672,1.010667567,16.6,0.3,1557.0,5.5,0.570918195,211031265,1.454083589,9.4,1.197928843,"Croydon Hills - Warranwood",22.24
0.955844697,748.6,0.488900237,0.960258305,1.177445892,17.4,0.27,1557.0,7.2,0.747383819,210051246,1.454083589,6.4,1.184323206,"Greenvale - Bulla",25.91
1.109658786,689.6,0.870853547,0.995823427,1.075652037,20.2,0.28,1175.0,9.6,0.996511759,210051245,1.097333473,11.4,1.090982211,"Gladstone Park - Westmeadows",23.67
1.3293932,684.2,1.008356738,1.03138855,1.039297088,24.2,0.29,1273.6,11.6,1.204118375,210051244,1.189416094,13.2,1.082439136,"Craigieburn - Mickleham",22.87
1.977609718,429.8,1.863932152,1.102518795,1.022937362,36.0,0.31,839.0,25.2,2.615843367,210051243,0.783542795,24.4,0.679965421,"Campbellfield - Coolaroo",22.51
1.779848747,426.6,2.047269741,1.102518795,1.165176097,32.4,0.31,742.8,25.0,2.595082705,210051242,0.693701535,26.8,0.674902858,"Broadmeadows",25.64
1.516167451,584.8,1.52781324,0.995823427,1.106099306,27.6,0.28,970.2,13.5,1.401344661,505031102,0.906070583,20.0,0.92518329,"Girrawheen",24.34
1.054725183,690.4,0.916687944,1.03138855,1.051112447,19.2,0.29,1103.8,9.7,1.00689209,211011252,1.030839734,12.0,1.092247851,"Boronia - The Basin",23.13
1.109658786,645.6,1.069469268,0.995823427,1.106099306,20.2,0.28,1066.4,9.9,1.027652751,211011251,0.995911843,14.0,1.021371977,"Bayswater",24.34
1.131632228,693.2,1.054191135,0.995823427,1.023846235,20.6,0.28,1241.0,7.9,0.820046135,210041241,1.158970927,13.8,1.096677593,"Sunbury - South",22.53
1.043738462,741.4,0.840297282,1.03138855,1.05065801,19.0,0.29,1401.8,7.4,0.768144481,210041240,1.30914218,11.0,1.17293244,"Sunbury",23.12
0.966831418,647.8,0.886131679,1.138083917,1.112915859,17.6,0.32,1135.6,9.3,0.965370766,210031239,1.06053778,11.6,1.024852488,"Pascoe Vale",24.49
0.49440243,762.6,0.641681561,0.640172203,0.0,9.0,0.18,1738.4,0.0,0.0,210051248,1.623493199,8.4,1.206471917,"Melbourne Airport",0.0
2.021556601,444.4,1.970879079,1.102518795,1.071562105,36.8,0.31,881.2,26.5,2.750787667,210051247,0.822953409,25.8,0.703063362,"Meadow Heights",23.58
1.17557911,567.8,1.100025533,1.102518795,1.097919443,21.4,0.31,930.8,14.0,1.453246315,210031238,0.869274891,14.4,0.898288427,"Glenroy - Hadfield",24.16
1.054725183,681.8,0.855575414,1.03138855,1.081105279,19.2,0.29,1231.2,9.3,0.965370766,210021235,1.149818699,11.2,1.078642215,"Romsey",23.79
0.933871256,741.4,0.718072223,0.995823427,0.965223881,17.0,0.28,1436.8,5.1,0.529396872,210021234,1.341828709,9.4,1.17293244,"Riddells Creek",21.24
0.769070446,779.8,0.595847163,1.102518795,1.098828316,14.0,0.31,1434.6,7.9,0.820046135,210021233,1.339774128,7.8,1.23368319,"Macedon",24.18
1.241499434,621.0,1.619482034,1.03138855,1.090194016,22.6,0.29,987.6,10.6,1.100315067,302041046,0.922320458,21.2,0.982453528,"Zillmere",23.99
0.944857977,741.4,0.76390662,1.066953672,1.059746747,17.2,0.3,1444.6,6.4,0.664341172,210021232,1.349113136,10.0,1.17293244,"Gisborne",23.32
0.791043887,743.8,0.672237825,1.102518795,1.112915859,14.4,0.31,1453.4,5.9,0.612439518,210011231,1.357331463,8.8,1.176729362,"Strathmore",24.49
0.845977491,710.2,0.76390662,1.102518795,1.105644869,15.4,0.31,1282.0,7.9,0.820046135,210011230,1.197260861,10.0,1.123572456,"Niddrie - Essendon West",24.33
0.911897815,677.8,0.76390662,1.03138855,1.053839068,16.6,0.29,1108.0,10.1,1.048413413,210011229,1.034762117,10.0,1.072314011,"Keilor East",23.19
0.922884535,698.8,0.656959693,0.995823427,1.059746747,16.8,0.28,1213.6,9.2,0.954990435,210011228,1.133382045,8.6,1.105537078,"Keilor",23.32
0.955844697,726.8,0.825019149,1.458170019,1.020665177,17.4,0.41,1287.0,8.0,0.830426466,209041225,1.201930365,10.8,1.149834499,"Whittlesea",22.46
1.186565831,674.2,0.977800473,0.960258305,1.017484119,21.6,0.27,1281.8,8.5,0.88232812,209041224,1.197074081,12.8,1.066618629,"Wallan",22.39
1.516167451,496.8,1.054191135,1.138083917,0.950227465,27.6,0.32,951.6,17.6,1.826938224,209041223,0.888700028,13.8,0.785962822,"Thomastown",20.91
1.109658786,741.4,0.901409811,0.995823427,1.008395382,20.2,0.28,1478.6,7.3,0.75776415,209041222,1.380865764,11.8,1.17293244,"South Morang",22.19
1.219525993,658.8,1.038913003,0.995823427,1.049294699,22.2,0.28,1216.6,10.7,1.110695398,209041221,1.136183747,13.6,1.042255047,"Mill Park - South",23.09
1.0107783,723.2,0.962522341,1.03138855,1.060655621,18.4,0.29,1290.2,7.6,0.788905142,303051072,1.204918848,12.6,1.144139116,"Algester",23.34
1.219525993,696.8,0.886131679,0.960258305,1.078378658,22.2,0.27,1335.8,9.3,0.965370766,209041220,1.247504726,11.6,1.102372976,"Mill Park - North",23.73
1.351366641,528.6,1.038913003,1.066953672,1.000669956,24.6,0.3,1011.0,14.4,1.494767638,209041219,0.944173737,13.6,0.836272037,"Lalor",22.02
null,null,null,null,null,null,null,null,null,null,210011227,null,null,null,"Essendon Airport",null
1.021765021,709.0,0.76390662,1.173649039,1.133819954,18.6,0.33,1282.0,11.2,1.162597052,209041216,1.197260861,10.0,1.121673996,"Bundoora - North",24.95
0.977818139,645.6,0.779184752,1.102518795,1.021574051,17.8,0.31,1023.2,9.4,0.975751097,210011226,0.955567327,10.2,1.021371977,"Airport West",22.48
0.900911094,757.4,0.733350355,1.03138855,1.013848624,16.4,0.29,1557.0,4.9,0.50863621,209031215,1.454083589,9.6,1.198245253,"Wattle Glen - Diamond Creek",22.31
0.845977491,804.0,0.565290899,0.88912806,1.060655621,15.4,0.25,1643.4,5.7,0.591678857,209031213,1.53477262,7.4,1.271968819,"Plenty - Yarrambat",23.34
0.83499077,735.4,0.70279409,1.102518795,1.139727633,15.2,0.31,1337.4,8.0,0.830426466,209031212,1.248998967,9.2,1.163440136,"Panton Hill - St Andrews",25.08
1.098672066,646.4,0.855575414,1.066953672,1.101100501,20.0,0.3,1162.6,12.5,1.297541353,209031211,1.085753102,11.2,1.022637617,"Kinglake",24.23
0.933871256,741.4,0.733350355,1.03138855,1.03475272,17.0,0.29,1436.0,6.6,0.685101834,209031210,1.341081589,9.6,1.17293244,"Hurstbridge",22.77
0.824004049,801.8,0.626403428,1.03138855,1.06792661,15.0,0.29,1557.0,5.0,0.519016541,209031209,1.454083589,8.2,1.268488307,"Eltham",23.5
1.120645507,592.8,1.038913003,1.066953672,1.116551354,20.4,0.3,977.2,12.8,1.328682345,209021208,0.912607889,13.6,0.937839696,"Reservoir - West",24.57
1.17557911,551.4,1.268084989,1.138083917,1.150179681,21.4,0.32,874.0,15.4,1.598570946,209021207,0.816229324,16.6,0.872342794,"Reservoir - East",25.31
1.065711904,644.8,1.0847474,1.173649039,1.156541797,19.4,0.33,1050.6,13.2,1.370203668,209021206,0.98115621,14.2,1.020106336,"Preston",25.45
0.911897815,722.8,0.687515958,1.066953672,1.064745552,16.6,0.3,1260.4,6.9,0.716242827,209011203,1.177088603,9.0,1.143506296,"Viewbank - Yallambie",23.43
0.845977491,746.2,0.748628487,1.066953672,1.064291115,15.4,0.3,1304.4,6.5,0.674721503,209011202,1.21818024,9.8,1.180526284,"Montmorency - Briar Hill",23.42
0.626243077,916.2,0.534734634,1.138083917,1.130184459,11.4,0.32,1611.0,4.6,0.477495218,209011201,1.504514234,7.0,1.449474915,"Ivanhoe East - Eaglemont",24.87
0.758083725,793.8,0.733350355,1.173649039,1.210619783,13.8,0.33,1371.8,7.8,0.809665804,209011200,1.281125156,9.6,1.255831901,"Ivanhoe",26.64
